name	level	cui
omadacycline	5.0	C2983838
aluminium acetoacetate	5.0	C3652633
metaraminol	5.0	C0025575
tivozanib	5.0	C2827667
degarelix	5.0	C1455035
odevixibat	5.0	C5238052
streptomycin, combinations	5.0	C3652821
antilymphocyte immunoglobulin (horse)	5.0	C2756957
azidocillin	5.0	C0052772
perindopril and amlodipine	5.0	C2931929
carbohydrates	5.0	C0007004
copper oleinate	5.0	C3652530
haemophilus influenzae B, combinations with toxoids	5.0	C3653249
tipranavir	5.0	C0663733
metopimazine	5.0	C0066469
propanidid	5.0	C0033439
mizolastine	5.0	C0171302
palonosetron	5.0	C0220578
gadofosveset	5.0	C1698893
arimoclomol	5.0	C1451975
bopindolol	5.0	C0053941
mephenesin	5.0	C0025379
propantheline and psycholeptics	5.0	C3653055
hydroxyprogesterone	5.0	C0045010
picloxydine	5.0	C0071036
ipilimumab	5.0	C1367202
pitofenone and analgesics	5.0	C3653001
metformin and acarbose	5.0	C3871467
technetium (99mTc) antiCarcinoEmbryonicAntigen antibody	5.0	C3652582
indium (111In) pentetic acid	5.0	C3652482
simeprevir	5.0	C2605855
sirukumab	5.0	C3254570
ethinylestradiol	5.0	C0015011
nintedanib	5.0	C2930789
oxaprozin	5.0	C0069739
xenysalate	5.0	C0302226
multivitamins and trace elements	5.0	C3652738
metergoline	5.0	C0025641
cerivastatin	5.0	C0528023
timolol, combinations	5.0	C3653114
etamiphylline and adrenergics	5.0	C3652977
ethenzamide	5.0	C0059708
sodium salicylate	5.0	C0037549
cabotegravir	5.0	C4310385
levoverbenone	5.0	C3652598
phenoxymethylpenicillin	5.0	C0030840
isatuximab	5.0	C4330502
etozolin	5.0	C0059877
mavacamten	5.0	C4742219
piperacillin and beta-lactamase inhibitor	5.0	C3653018
meclocycline	5.0	C0065841
methylphenobarbital	5.0	C0025382
ramipril and amlodipine	5.0	C3652715
flavoxate	5.0	C0016225
avanafil	5.0	C2698280
amifampridine	5.0	C0046948
distigmine	5.0	C0012757
flutamide	5.0	C0016384
rasburicase	5.0	C0937932
betanidine	5.0	C0005324
technetium (99mTc) macrosalb	5.0	C2316763
dobutamine	5.0	C0012963
citiolone	5.0	C0055804
clobenzorex	5.0	C0055894
methylpentynol	5.0	C0066418
acepromazine	5.0	C0000959
metformin and gemigliptin	5.0	C3871441
indinavir	5.0	C0376637
framycetin	5.0	C0016673
nilotinib	5.0	C1721377
tymazoline	5.0	C0771442
trandolapril and verapamil	5.0	C0718096
oxymetholone	5.0	C0030072
technetium (99mTc) gluconate	5.0	C3652470
caroverine	5.0	C0108530
brodalumab	5.0	C3491331
pyridostigmine	5.0	C0034261
other meningococcal polyvalent purified polysaccharides antigen	5.0	C3652500
etamsylate	5.0	C0014968
Valerianae radix	5.0	C3540006
naldemedine	5.0	C4325235
potassium acetate	5.0	C0137984
retifanlimab	5.0	C5401615
triflusal	5.0	C0077126
haloprogin	5.0	C0062106
colecalciferol	5.0	C0008318
capecitabine	5.0	C0671970
finerenone	5.0	C4045511
lynestrenol	5.0	C0024321
danazol	5.0	C0010961
pemigatinib	5.0	C4724807
patiromer calcium	5.0	C4301626
streptokinase	5.0	C0038418
risedronic acid	5.0	C0140610
rilonacept	5.0	C2343589
simvastatin	5.0	C0074554
sterculia	5.0	C0022516
mepindolol	5.0	C0065961
stanozolol	5.0	C0038149
midecamycin	5.0	C0066531
diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B	5.0	C3652509
pemetrexed	5.0	C0210657
fenozolone	5.0	C0060187
obeticholic acid	5.0	C1143018
pergolide	5.0	C0031007
methylpentynol, combinations	5.0	C3653086
tuberculin	5.0	C0041289
technetium (99mTc) gluceptate	5.0	C3652471
trastuzumab duocarmazine	5.0	C3896762
tetramethrin	5.0	C0076295
inulin and other polyfructosans	5.0	C3652756
plastic IUD with progestogen	5.0	C3653274
etofibrate	5.0	C0059869
measles, combinations with mumps, rubella and varicella, live attenuated	5.0	C3653246
propantheline	5.0	C0033447
thiomersal	5.0	C0039867
tebipenem pivoxil	5.0	C2699902
valpromide	5.0	C0058426
edrophonium	5.0	C0013615
isosorbide mononitrate	5.0	C0064079
timepidium bromide	5.0	C0076687
magaldrate	5.0	C0065512
cefbuperazone	5.0	C0055000
mephentermine	5.0	C0025380
peginterferon beta-1a	5.0	C3848580
rufloxacin	5.0	C0073704
hydromorphone	5.0	C0012306
lactic acid producing organisms	5.0	C3652680
cariprazine	5.0	C2936870
neostigmine, combinations	5.0	C3652831
fluclorolone	5.0	C0360537
flumetasone and antibiotics	5.0	C3652974
fenofibrate	5.0	C0033228
pravastatin and acetylsalicylic acid	5.0	C3652719
clofenotane, combinations	5.0	C3653088
dimethyltubocurarine	5.0	C0058279
bupivacaine and meloxicam	5.0	C5432205
lovastatin and nicotinic acid	5.0	C1170013
paracetamol, combinations with psycholeptics	5.0	C3653240
influenza, live attenuated	5.0	C3652556
lamivudine and abacavir	5.0	C1613391
ertugliflozin	5.0	C4079805
artemisinin	5.0	C0052430
diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B	5.0	C3652658
moroxydine	5.0	C0066805
naproxen and misoprostol	5.0	C0358590
parathyroid hormone	5.0	C0030520
blinatumomab	5.0	C3853839
ceftaroline fosamil	5.0	C2001525
mosapride	5.0	C0526501
fosamprenavir	5.0	C1176315
azilsartan medoxomil and diuretics	5.0	C3871464
etidronic acid	5.0	C0015121
levonadifloxacin	5.0	C2827236
methoserpidine and diuretics	5.0	C3653031
quinidine, combinations with psycholeptics	5.0	C3653229
cangrelor	5.0	C1121991
iodine iofetamine (123I)	5.0	C3652473
mepivacaine	5.0	C0025384
Other anti-dementia drug combinations in ATC	5.0	C3854036
cholera, live attenuated	5.0	C3652917
bergapten	5.0	C0049289
rubella, live attenuated	5.0	C0035923
tetragalacturonic acid hydroxymethylester	5.0	C3652634
aurothioglucose	5.0	C0018033
sulfamazone	5.0	C2348596
inosine pranobex	5.0	C0022230
fingolimod	5.0	C1699926
aztreonam	5.0	C0004521
remimazolam	5.0	C3179470
cinnarizine, combinations	5.0	C3653100
carbuterol	5.0	C0054773
norelgestromin and ethinylestradiol	5.0	C1170003
ceftriaxone	5.0	C0007561
atenolol and other diuretics	5.0	C3653013
calcium iopodate	5.0	C0006703
pyrrobutamine, combinations	5.0	C3653082
azacitidine	5.0	C0004475
diflunisal	5.0	C0012228
abrocitinib	5.0	C5139788
thenalidine	5.0	C0076382
quinine, combinations with psycholeptics	5.0	C3653228
clofedanol	5.0	C0055904
hepatitis B, purified antigen	5.0	C3652493
golodirsen	5.0	C5222004
quinupramine	5.0	C0072896
oxcarbazepine	5.0	C0069751
porfimer sodium	5.0	C1130428
thiopental	5.0	C0039925
sodium selenate	5.0	C0074765
rabeprazole, combinations	5.0	C3871431
hydrocortisone and antibiotics	5.0	C3652966
dantron	5.0	C0057135
chlorquinaldol	5.0	C0008292
trichloroethylene	5.0	C0040905
aminoacridine	5.0	C0002503
ripretinib	5.0	C5139749
glutamic acid hydrochloride	5.0	C0304564
amino(diphenylhydantoin) valeric acid	5.0	C3652632
mirogabalin	5.0	C4043827
cardioplegia solutions	5.0	C0007200
calcium levofolinate	5.0	C2342719
disulfiram	5.0	C0012772
coagulation factor IX, II, VII and X in combination	5.0	C0982025
cefpiramide	5.0	C0055010
carvedilol	5.0	C0054836
etybenzatropine	5.0	C3652692
muzolimine	5.0	C0026885
penbutolol	5.0	C0030812
fumaric acid	5.0	C0060825
terazosin	5.0	C0076107
metizoline	5.0	C0604284
deferiprone	5.0	C0043832
balugrastim	5.0	C3871462
triheptanoin	5.0	C2604598
aluminium glycinate	5.0	C0304541
molindone	5.0	C0026388
tolazamide	5.0	C0040372
sermorelin	5.0	C0142046
butamirate	5.0	C0054236
fructose 1,6-diphosphate	5.0	C0060771
pinacidil	5.0	C0071074
infigratinib	5.0	C3254591
mebutamate	5.0	C0301379
alectinib	5.0	C3853921
ethenzamide, combinations excl. psycholeptics	5.0	C3653205
fibrinogen, human	5.0	C2587184
cyclophosphamide	5.0	C0010583
cetrorelix	5.0	C0209366
nebacumab	5.0	C0132092
clobetasol and antibiotics	5.0	C3652993
benzoyl peroxide	5.0	C0005088
reserpine	5.0	C0035179
fluocortolone and antiinfectives	5.0	C3652896
glimepiride and pioglitazone	5.0	C1737290
gadoteridol	5.0	C0060930
lofepramine	5.0	C0023961
collagenase	5.0	C0162745
diphenhydramine, combinations	5.0	C3653149
methionine (11C)	5.0	C0252667
pexidartinib	5.0	C4287804
albendazole	5.0	C0001911
levamisole	5.0	C0023556
fleroxacin	5.0	C0085161
cholera, inactivated, whole cell	5.0	C3652918
sinecatechins	5.0	C1960121
homatropine	5.0	C0062922
pethidine and antispasmodics	5.0	C3653049
acadesine	5.0	C0051027
floctafenine	5.0	C0016245
mosapramine	5.0	C0208216
bamipine	5.0	C0052946
isosorbide dinitrate, combinations	5.0	C3653078
merbromin	5.0	C0025397
Amide local anesthetic combinations	5.0	C3539963
brivaracetam	5.0	C1699861
collagen, combinations	5.0	C3652882
colistin	5.0	C0009316
hydroxyethylpromethazine	5.0	C3652684
rosuvastatin and acetylsalicylic acid	5.0	C3700395
perindopril, bisoprolol and amlodipine	5.0	C5227836
fluocortin	5.0	C3652567
daratumumab	5.0	C2346801
bemiparin	5.0	C0916062
cefazedone	5.0	C0054999
aminobenzoic acid	5.0	C0000473
ethadione	5.0	C0059690
cenegermin	5.0	C4541383
atenolol and other diuretics, combinations	5.0	C3653178
tenidap	5.0	C0076092
sitimagene ceradenovec	5.0	C2354637
norgestimate and estrogen	5.0	C3652733
opium alkaloids and derivative combination cough suppressants	5.0	C3539957
methylpropylpropanediol dinitrate, combinations	5.0	C3652845
amantadine	5.0	C0002403
neomycin, combinations	5.0	C2222801
toloxatone	5.0	C0076804
various allergen extracts	5.0	C3540765
pepsin	5.0	C0030909
rolitetracycline	5.0	C0035823
promegestone	5.0	C0033401
rosuvastatin, amlodipine and lisinopril	5.0	C3871428
vigabatrin	5.0	C0048044
Penicillins with extended spectrum combinations	5.0	C3539976
nifurtoinol	5.0	C3266849
ipidacrine	5.0	C0051691
cloxacillin	5.0	C0009077
papaveretum	5.0	C0030349
homatropine methylbromide and psycholeptics	5.0	C3652741
sparteine	5.0	C0037760
halofantrine	5.0	C0120726
collagenase, combinations	5.0	C3652881
niraparib	5.0	C2744440
methenamine	5.0	C0025638
briakinumab	5.0	C2744325
chloroquine and proguanil	5.0	C2928241
bivalirudin	5.0	C0168273
thiosulfate	5.0	C3848534
solriamfetol	5.0	C4726765
methysergide	5.0	C0025842
medrogestone	5.0	C0025145
cefotiam	5.0	C0007556
orphenadrine (citrate)	5.0	C0029310
Magnesium antacid compound combinations	5.0	C3539956
benzylpenicillin	5.0	C0030827
tacalcitol	5.0	C0953467
tropisetron	5.0	C0063322
guanazodine	5.0	C0061940
methylprednisolone aceponate	5.0	C0174938
ozanimod	5.0	C4278675
teriflunomide	5.0	C1718383
siltuximab	5.0	C1609931
dienogest and estradiol	5.0	C2936902
pentaerithrityl tetranitrate	5.0	C0030858
valdecoxib	5.0	C0913246
acetyldihydrocodeine	5.0	C3652939
drotrecogin alfa (activated)	5.0	C1170000
albinterferon alfa-2b	5.0	C2603873
linaclotide	5.0	C2000261
triaziquone	5.0	C0040878
silver sulfadiazine, combinations	5.0	C3652832
escitalopram	5.0	C1099456
safinamide	5.0	C1098261
mitotane	5.0	C0026256
penfluridol	5.0	C0030815
trametinib	5.0	C2697961
lamivudine and raltegravir	5.0	C4032879
pentetrazol	5.0	C0030903
sitaxentan	5.0	C1704271
secretin	5.0	C0036534
mepolizumab	5.0	C0969324
plitidepsin	5.0	C0388638
etonogestrel	5.0	C0047683
vasopressin (argipressin)	5.0	C0003779
lifitegrast	5.0	C3713860
vandetanib	5.0	C1121849
chlorhexidine, combinations	5.0	C3653125
strontium ranelate and colecalciferol	5.0	C3700392
theobromine, combinations	5.0	C3652607
telmisartan and diuretics	5.0	C3653067
temocillin	5.0	C0076079
betaine hydrochloride	5.0	C0282072
finasteride and tadalafil	5.0	C5561464
benzethonium	5.0	C0005041
follitropin beta	5.0	C0060787
hetacillin	5.0	C0062587
insulin degludec and liraglutide	5.0	C4059165
heparinoid, combinations	5.0	C3653126
clonidine and diuretics, combinations with other drugs	5.0	C3653261
Other antifungal combinations for topical use in ATC	5.0	C3539973
iodine ioflupane (123I)	5.0	C1956796
copper sulfate	5.0	C0056301
iloprost	5.0	C0079594
Caries prophylactic agent combinations	5.0	C3540720
rabeprazole	5.0	C0378482
abacavir	5.0	C0663655
sodium benzoate	5.0	C0142805
calcium (different salts in combination)	5.0	C3652919
amlodipine and diuretics	5.0	C3700409
opipramol	5.0	C0029105
immunocyanin	5.0	C0123407
boric acid	5.0	C0006020
teduglutide	5.0	C1530889
chlorzoxazone, combinations with psycholeptics	5.0	C3653263
eosin	5.0	C0014448
lamivudine, tenofovir disoproxil and doravirine	5.0	C4723313
oxycinchophen	5.0	C1882245
bendroflumethiazide and potassium	5.0	C1302137
ibacitabine	5.0	C0049263
cefodizime	5.0	C0055007
rutoside	5.0	C0035976
biapenem	5.0	C0209475
naphazoline, combinations	5.0	C3652835
sugammadex	5.0	C1700695
choline alfoscerate	5.0	C0017889
elivaldogene autotemcel	5.0	C5419314
salmeterol and fluticasone	5.0	C0939232
macimorelin	5.0	C2986922
tositumomab/iodine (131I) tositumomab	5.0	C0768182
diphemanil	5.0	C0301371
fluoroethyl-L-tyrosine (18F)	5.0	C3886551
cough suppressants and mucolytics	5.0	C3652790
naloxone	5.0	C0027358
tofacitinib	5.0	C2930696
neticonazole	5.0	C0249830
ceftobiprole medocaril	5.0	C1622308
vincristine	5.0	C0042679
emtricitabine, tenofovir alafenamide, darunavir and cobicistat	5.0	C4542164
labetalol	5.0	C0022860
formoterol, glycopyrronium bromide and beclometasone	5.0	C4542168
tenecteplase	5.0	C0872913
sodium bicarbonate	5.0	C0074722
paromomycin	5.0	C0030576
lamivudine, tenofovir disoproxil and efavirenz	5.0	C2929688
tienilic acid	5.0	C0040209
methocarbamol, combinations excl. psycholeptics	5.0	C3653215
gadopiclenol	5.0	C5392287
phenglutarimide	5.0	C0070561
golimumab	5.0	C2353893
clofarabine	5.0	C0092777
tolfenamic acid	5.0	C0076799
rota virus, pentavalent, live, reassorted	5.0	C1701734
dexibuprofen	5.0	C2714681
tiotropium bromide, combinations	5.0	C3871426
rescinnamine and diuretics, combinations with other drugs	5.0	C3653227
doxofylline	5.0	C0058721
metipranolol, combinations	5.0	C3652844
bevantolol and thiazides	5.0	C3652927
satraplatin	5.0	C1142934
romosozumab	5.0	C3661283
icotinib	5.0	C2604307
codeine and other non-opioid analgesics	5.0	C4301610
peficitinib	5.0	C4505522
halcinonide	5.0	C0018513
adipiodone	5.0	C0021971
lansoprazole	5.0	C0050940
pargyline	5.0	C0030557
esomeprazole	5.0	C0937846
crofelemer	5.0	C2744960
pipamperone	5.0	C0071098
dopamine	5.0	C0013030
nimustine	5.0	C0028096
Betulae cortex	5.0	C4301604
almagate	5.0	C2936735
barbexaclone	5.0	C0105205
atenolol and thiazides	5.0	C3652999
entecavir	5.0	C0971023
hydrocortisone and mydriatics	5.0	C3652964
cridanimod	5.0	C0044659
atorvastatin and perindopril	5.0	C4542161
olaflur	5.0	C0772032
latanoprost	5.0	C0090306
netakimab	5.0	C5448040
oxolamine	5.0	C0069787
inotuzumab ozogamicin	5.0	C1567130
paliperidone	5.0	C0753678
filgrastim	5.0	C0210630
ioxaglic acid	5.0	C0022041
duloxetine	5.0	C0245561
glycyrrhizic acid	5.0	C0061751
promethazine	5.0	C0033405
idursulfase	5.0	C1739462
polidocanol	5.0	C0071330
domperidone	5.0	C0013015
expectorant combinations, excl. combinations with cough suppressants	5.0	C3540724
olmesartan medoxomil and diuretics	5.0	C3653026
pantoprazole, amoxicillin and clarithromycin	5.0	C3652727
thiamphenicol, combinations	5.0	C3652613
magnesium levulinate	5.0	C0614721
bismuth preparations, combinations	5.0	C3653168
tenitramine	5.0	C0603972
troxipide	5.0	C0147037
palonosetron, combinations	5.0	C3871434
rhenium (186Re) etidronic acid	5.0	C3652625
troxerutin	5.0	C0077410
hydroquinone	5.0	C0020306
etirinotecan pegol	5.0	C3659087
ticagrelor	5.0	C1999375
eperisone	5.0	C0043606
tegoprazan	5.0	C4726822
fluorouracil	5.0	C0016360
ethosuximide	5.0	C0015043
mitobronitol	5.0	C0026236
pimecrolimus	5.0	C1099414
stepronin	5.0	C0075227
urofollitropin	5.0	C0524639
piflufolastat (18F)	5.0	C3492634
tramadol	5.0	C0040610
dipiperonylaminoethanol, combinations	5.0	C3653147
paricalcitol	5.0	C0249582
cilostazol	5.0	C0055729
aluminium chloride	5.0	C0102840
sisomicin	5.0	C0037209
technetium (99mTc) microcolloid	5.0	C3652585
diphenylpyraline	5.0	C0058389
lodoxamide	5.0	C0126120
pyrrolnitrin	5.0	C0034336
tetanus antitoxin	5.0	C0039615
albumin	5.0	C0001924
saquinavir	5.0	C0286738
ispaghula, combinations	5.0	C3653076
formoterol, glycopyrronium bromide and budesonide	5.0	C5227830
guacetisal	5.0	C0120436
treprostinil	5.0	C1145760
fosphenytoin	5.0	C0244656
cimetropium bromide	5.0	C1614557
drospirenone and estrogen	5.0	C3652775
ambrisentan	5.0	C1176329
oxyphenisatine	5.0	C0031422
bumadizone	5.0	C0054219
arbekacin	5.0	C4082272
undecylenic acid	5.0	C0041660
buclizine, combinations	5.0	C3653165
ixazomib	5.0	C3273711
zafirlukast	5.0	C0378466
fluorodopa (18F)	5.0	C0244672
quinapril	5.0	C0072857
tilactase	5.0	C0083183
oxprenolol and thiazides	5.0	C3652728
alfa1 antitrypsin	5.0	C0002191
lansoprazole, combinations	5.0	C3871443
canagliflozin	5.0	C2974540
insulins and analogs for injection combinations, long-acting	5.0	C3539966
sulfadiazine and trimethoprim	5.0	C1579345
alogliptin	5.0	C1958126
Centella asiatica herba	5.0	C5227822
cathine	5.0	C0069021
amiodarone	5.0	C0002598
sodium iopodate	5.0	C0037524
chlorphenoxamine	5.0	C0055468
fludroxycortide	5.0	C0016374
isotretinoin, combinations	5.0	C3653077
casimersen	5.0	C5139793
pefloxacin	5.0	C0030771
dilazep	5.0	C0012367
technetium (99mTc) tilmanocept	5.0	C3555537
monobenzone	5.0	C0050962
hexaminolevulinate	5.0	C1327841
cyanocobalamin tannin complex	5.0	C3265280
calcium glycerylphosphate	5.0	C3652644
chlormadinone and estrogen	5.0	C3652802
chlormezanone, combinations with psycholeptics	5.0	C3653264
technetium (99mTc) millimicrospheres	5.0	C3652584
diosmin	5.0	C0012498
trafermin	5.0	C0757422
hydralazine and diuretics	5.0	C3653034
tacrolimus	5.0	C0085149
dimethylaminopropionylphenothiazine	5.0	C3652660
prasterone and estrogen	5.0	C3652720
cytarabine	5.0	C0010711
irbesartan	5.0	C0288171
sodium zirconium cyclosilicate	5.0	C4045824
viloxazine	5.0	C0042665
albumin tannate	5.0	C0772076
carbon monoxide	5.0	C0007018
cloprednol	5.0	C0055936
methadone, combinations excl. psycholeptics	5.0	C3653202
sipuleucel-T	5.0	C1706668
calcium acetate	5.0	C0717537
trospium	5.0	C0772089
lurasidone	5.0	C2003424
cefotetan	5.0	C0007555
dapagliflozin	5.0	C2353951
propyphenazone	5.0	C0072245
tigecycline	5.0	C1260298
bisacodyl, combinations	5.0	C3653169
nalidixic acid	5.0	C0027353
linzagolix	5.0	C5235403
brexanolone	5.0	C4548848
thenalidine, combinations	5.0	C3652617
clometocillin	5.0	C0055921
zinc compounds	5.0	C3536922
efbemalenograstim alfa	5.0	C5400023
dihydrocodeine, combinations	5.0	C3653152
natalizumab	5.0	C1172734
ferrous succinate	5.0	C0060281
Antiinfective irrigating solution combinations	5.0	C3539979
phenacetin, combinations with psycholeptics	5.0	C3653235
glycopyrronium	5.0	C3814772
lysine	5.0	C0024337
deoxycholic acid	5.0	C0011479
barbital	5.0	C0004743
omalizumab	5.0	C0966225
brexucabtagene autoleucel	5.0	C5398046
enoxaparin	5.0	C0206460
iron, multivitamins and minerals	5.0	C3652754
idelalisib	5.0	C2698692
zucapsaicin	5.0	C0763832
mesulfen	5.0	C0066033
Iron in various other combinations	5.0	C3540767
clevudine	5.0	C0045212
entinostat	5.0	C2743752
potassium lactate	5.0	C0982353
nelfinavir	5.0	C0525005
verapamil, combinations	5.0	C3652841
trolamine	5.0	C0077089
oxaceprol	5.0	C0064164
oxycodone and acetylsalicylic acid	5.0	C4300785
fimasartan and diuretics	5.0	C4542167
nicotinic acid, combinations	5.0	C3652830
ferric maltol	5.0	C0060237
bempedoic acid	5.0	C3659310
encorafenib	5.0	C4079208
mebhydrolin	5.0	C0065834
progabide	5.0	C0072076
midostaurin	5.0	C0526371
etilamfetamine	5.0	C0059791
simvastatin and fenofibrate	5.0	C3652805
pneumococcus, purified polysaccharides antigen	5.0	C3652516
phenolphthalein	5.0	C0600489
diamorphine	5.0	C0011892
frovatriptan	5.0	C0754647
prolintane	5.0	C0072127
fumagillin	5.0	C0060819
artemether	5.0	C0052429
papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)	5.0	C4059162
dasabuvir	5.0	C3852512
enzalutamide	5.0	C3496793
medicinal charcoal	5.0	C0001275
reteplase	5.0	C0256103
chondroitin sulfate	5.0	C0008466
levodropropizine	5.0	C0125654
trifarotene	5.0	C4519213
pethidine	5.0	C0025376
quingestanol and ethinylestradiol	5.0	C3652716
paramethasone	5.0	C0030454
procaterol	5.0	C0072032
velaglucerase alfa	5.0	C2919267
doxapram	5.0	C0013084
mephenoxalone	5.0	C0065959
artificial tears and other indifferent preparations	5.0	C3652984
cabergoline	5.0	C0107994
colestyramine	5.0	C0008402
udenafil	5.0	C1742789
tiomolibdic acid	5.0	C2983902
dichlorophen	5.0	C0012082
Aluminium antacid compound combinations	5.0	C3539975
measles, combinations with mumps, live attenuated	5.0	C3653247
glucose, combinations	5.0	C3652865
dasatinib	5.0	C1455147
veratrum	5.0	C0042528
delamanid	5.0	C3489682
cisatracurium	5.0	C1096766
sertindole	5.0	C0084528
lafutidine	5.0	C0172827
istradefylline	5.0	C0673470
temoporfin	5.0	C0379149
bosentan	5.0	C0252643
tildrakizumab	5.0	C4043954
penimepicycline	5.0	C0070242
pentaerithrityl tetranitrate, combinations	5.0	C3652609
secnidazole	5.0	C0074246
ropivacaine	5.0	C0073571
bitolterol	5.0	C0053817
carmustine	5.0	C0007257
selumetinib	5.0	C2980074
ajmaline	5.0	C0001888
nitrous oxide, combinations	5.0	C3652825
cyclopentolate, combinations	5.0	C3871455
azidamfenicol	5.0	C0771992
iron and multivitamins	5.0	C0717929
furazolidone	5.0	C0016855
stramoni preparations	5.0	C3652542
combinations of penicillins	5.0	C2052681
ferrous fumarate	5.0	C0060276
revefenacin	5.0	C4519232
streptoduocin	5.0	C3652602
dantrolene	5.0	C0010976
cefpodoxime and beta-lactamase inhibitor	5.0	C4759128
burosumab	5.0	C4301607
sodium phosphate (32P)	5.0	C0305007
buspirone	5.0	C0006462
sulfur hexafluoride, phospholipid microspheres	5.0	C5227846
macrogol	5.0	C0032483
pegloticase	5.0	C2350656
adalimumab	5.0	C1122087
aminolevulinic acid	5.0	C0002563
chlorpropamide	5.0	C0008287
rubidium (82Rb) chloride	5.0	C3652548
macitentan and tadalafil	5.0	C5783059
indacaterol and mometasone	5.0	C5227831
loteprednol	5.0	C0772364
other meningococcal monovalent purified polysaccharides antigen	5.0	C3652501
tirofiban	5.0	C0247025
propatylnitrate	5.0	C3652600
metolazone	5.0	C0025854
trandolapril	5.0	C0076891
nedocromil	5.0	C0068483
ramipril	5.0	C0072973
cortivazol	5.0	C0056396
sulfadicramide	5.0	C3652541
vismodegib	5.0	C2987716
zopiclone	5.0	C0078847
nicotinamide	5.0	C0028027
dermatan sulfate	5.0	C0011602
thiamazole, combinations	5.0	C3652612
suxamethonium	5.0	C0038627
diphemanil and psycholeptics	5.0	C3652989
Prunus africanae cortex	5.0	C3652571
isradipine	5.0	C0071304
losartan and diuretics	5.0	C3653032
clorexolone, combinations with psycholeptics	5.0	C3653260
arbutamine	5.0	C0172021
pranlukast	5.0	C0526058
pentamidine isethionate	5.0	C0030864
nikethamide, combinations	5.0	C3652826
progesterone	5.0	C0033308
pancuronium	5.0	C0030310
phenibut	5.0	C0048007
sulconazole	5.0	C0075503
bicalutamide	5.0	C0285590
flupentixol	5.0	C0016367
prajmaline	5.0	C0032899
promazine	5.0	C0033399
oxycodone and paracetamol	5.0	C4301625
rezafungin acetate	5.0	C4726688
prussian blue	5.0	C0060234
capmatinib	5.0	C4053698
technetium (99mTc) oxidronic acid	5.0	C3652583
secobarbital	5.0	C0036516
cholera, combinations with typhoid vaccine, inactivated, whole cell	5.0	C3653262
pegfilgrastim	5.0	C1136535
iodixanol	5.0	C0063757
dofetilide	5.0	C0114771
thallium (201Tl) chloride	5.0	C0305040
talastine	5.0	C0084711
fezolinetant	5.0	C4547455
saccharomyces boulardii	5.0	C0772093
benralizumab	5.0	C2982078
ticarcillin and beta-lactamase inhibitor	5.0	C3652705
alfuzosin	5.0	C0051150
lidocaine, combinations	5.0	C3652858
Intermediate-acting sulfonamide combinations	5.0	C3540719
interferon beta natural	5.0	C0015980
diphenylpyraline, combinations	5.0	C3653148
mandelic acid	5.0	C0065636
benoxaprofen	5.0	C0053111
micronomicin	5.0	C0066520
lithium succinate	5.0	C0065093
eprosartan and diuretics	5.0	C3653037
lymecycline	5.0	C0024200
esmolol	5.0	C0116569
lactulose	5.0	C0022957
hydroxyprogesterone and estrogen	5.0	C3652758
melatonin	5.0	C0025219
chlormezanone, combinations excl. psycholeptics	5.0	C3653213
methylergometrine and oxytocin	5.0	C3652742
chromium (51Cr) edetate	5.0	C1273022
metabutethamine	5.0	C0301289
anakinra	5.0	C0245109
temgicoluril	5.0	C5555489
methazolamide	5.0	C0025631
benzoyl peroxide, combinations	5.0	C3653174
nafcillin	5.0	C0027324
pipenzolate	5.0	C0071103
hydroflumethiazide, combinations	5.0	C3653116
ferric (59Fe) citrate	5.0	C1273019
quizartinib	5.0	C2980091
sulodexide	5.0	C0061450
isoxsuprine	5.0	C0022267
metrizamide	5.0	C0025869
chlorphenamine, combinations	5.0	C3653112
furosemide	5.0	C0016860
oportuzumab monatox	5.0	C4305686
benzonatate	5.0	C0053229
ivacaftor, tezacaftor and elexacaftor	5.0	C5209991
pirfenidone	5.0	C0298067
succinylsulfathiazole	5.0	C0075470
sodium aurothiomalate	5.0	C0018034
chlorothiazide and potassium	5.0	C3652800
tyloxapol	5.0	C0077539
omeprazole	5.0	C0028978
tralokinumab	5.0	C3658667
ferrous gluconate	5.0	C0060277
lutropin alfa	5.0	C1271607
tubocurarine	5.0	C0041345
abametapir	5.0	C4519258
bithionol	5.0	C0005661
netarsudil	5.0	C4535718
thyrotropin	5.0	C0040160
phenacemide	5.0	C0070525
codeine	5.0	C0009214
medazepam	5.0	C0025051
arginine and lysine	5.0	C5227821
norethisterone and estrogen	5.0	C3652456
hexafluronium	5.0	C0062619
rosuvastatin, perindopril and indapamide	5.0	C4542177
nitrendipine	5.0	C0028127
opinercept	5.0	C5227835
catridecacog	5.0	C3709760
tezepelumab	5.0	C4550163
lemborexant	5.0	C4519269
trichlormethiazide and potassium-sparing agents	5.0	C3653071
ecallantide	5.0	C1722685
gliquidone	5.0	C0061328
palifermin	5.0	C0677829
ceftriaxone and beta-lactamase inhibitor	5.0	C4542158
ancrod	5.0	C0002823
tolnaftate	5.0	C0040379
olokizumab	5.0	C3885146
busulfan	5.0	C0006463
cepeginterferon alfa-2b	5.0	C3871458
diisopromine	5.0	C0771458
alfacalcidol	5.0	C0044410
colestilan	5.0	C0540213
pixantrone	5.0	C0253355
